Hybridization REF	GSM115896	GSM115897	GSM115898	GSM115899	GSM115900	GSM115901
Affymetrix:CompositeSequence:Mouse430A_2:1449001_at	0.005859	0.030273	0.5	0.067627	0.171387	0.067627
Affymetrix:CompositeSequence:Mouse430A_2:1449002_at	0.696289	0.129639	0.828613	0.334473	0.919434	0.665527
Affymetrix:CompositeSequence:Mouse430A_2:1449003_a_at	0.023926	0.008057	0.018555	0.018555	0.023926	0.030273
Affymetrix:CompositeSequence:Mouse430A_2:1449004_at	0.000244	0.000244	0.001953	0.000244	0.000244	0.000732
Affymetrix:CompositeSequence:Mouse430A_2:1449005_at	0.665527	0.828613	0.567627	0.219482	0.366211	0.111572
Affymetrix:CompositeSequence:Mouse430A_2:1449006_at	0.432373	0.19458	0.994141	0.334473	0.72583	0.5
Affymetrix:CompositeSequence:Mouse430A_2:1449007_at	0.001221	0.001953	0.017578	0.001221	0.010742	0.018555
Affymetrix:CompositeSequence:Mouse430A_2:1449008_at	0.665527	0.753906	0.72583	0.633789	0.919434	0.962402
Affymetrix:CompositeSequence:Mouse430A_2:1449009_at	0.000244	0.000244	0.000244	0.000244	0.00293	0.00415
Affymetrix:CompositeSequence:Mouse430A_2:1449010_at	0.00415	0.457764	0.828613	0.239258	0.932373	0.144531
Affymetrix:CompositeSequence:Mouse430A_2:1449011_at	0.718262	0.625732	0.559326	0.080566	0.657715	0.432373
Affymetrix:CompositeSequence:Mouse430A_2:1449012_s_at	0.27417	0.466064	0.71875	0.030273	0.080566	0.19458
Affymetrix:CompositeSequence:Mouse430A_2:1449013_at	0.884033	0.994141	0.99585	0.919434	0.850342	0.334473
Affymetrix:CompositeSequence:Mouse430A_2:1449014_at	0.010742	0.001953	0.028564	0.001953	0.00293	0.001221
Affymetrix:CompositeSequence:Mouse430A_2:1449015_at	0.111572	0.0354	0.980469	0.780518	0.303711	0.303711
Affymetrix:CompositeSequence:Mouse430A_2:1449016_at	0.423828	0.334473	0.239258	0.27417	0.366211	0.064941
Affymetrix:CompositeSequence:Mouse430A_2:1449017_at	0.19458	0.696289	0.144531	0.398926	0.753906	0.665527
Affymetrix:CompositeSequence:Mouse430A_2:1449018_at	0.001953	0.000732	0.000732	0.01416	0.27417	0.000732
Affymetrix:CompositeSequence:Mouse430A_2:1449019_at	0.533936	0.533936	0.326172	0.246094	0.72583	0.828613
Affymetrix:CompositeSequence:Mouse430A_2:1449020_at	0.017334	0.567627	0.053711	0.567627	0.74707	0.888428
Affymetrix:CompositeSequence:Mouse430A_2:1449021_at	0.171387	0.366211	0.303711	0.80542	0.633789	0.432373
Affymetrix:CompositeSequence:Mouse430A_2:1449022_at	0.870361	0.80542	0.5	0.904785	0.976074	0.753906
Affymetrix:CompositeSequence:Mouse430A_2:1449023_a_at	0.00415	0.000732	0.080566	0.01416	0.046143	0.5
Affymetrix:CompositeSequence:Mouse430A_2:1449024_a_at	0.753906	0.095215	0.696289	0.753906	0.334473	0.303711
Affymetrix:CompositeSequence:Mouse430A_2:1449025_at	0.111572	0.111572	0.219482	0.171387	0.533936	0.27417
Affymetrix:CompositeSequence:Mouse430A_2:1449026_at	0.010742	0.008057	0.030273	0.19458	0.129639	0.037598
Affymetrix:CompositeSequence:Mouse430A_2:1449027_at	0.27417	0.533936	0.466064	0.067627	0.466064	0.850342
Affymetrix:CompositeSequence:Mouse430A_2:1449028_at	0.665527	0.567627	0.753906	0.870361	0.932373	0.932373
Affymetrix:CompositeSequence:Mouse430A_2:1449029_at	0.696289	0.850342	0.919434	0.633789	0.490723	0.941162
Affymetrix:CompositeSequence:Mouse430A_2:1449030_at	0.533936	0.432373	0.753906	0.665527	0.991943	0.828613
Affymetrix:CompositeSequence:Mouse430A_2:1449031_at	0.466064	0.303711	0.432373	0.601074	0.491699	0.149658
Affymetrix:CompositeSequence:Mouse430A_2:1449032_at	0.633789	0.213379	0.688721	0.303711	0.850342	0.457764
Affymetrix:CompositeSequence:Mouse430A_2:1449033_at	0.390625	0.799561	0.929688	0.865234	0.969727	0.772949
Affymetrix:CompositeSequence:Mouse430A_2:1449034_at	0.850342	0.601074	0.888428	0.696289	0.665527	0.398926
Affymetrix:CompositeSequence:Mouse430A_2:1449035_at	0.567627	0.904785	0.919922	0.171387	0.432373	0.303711
Affymetrix:CompositeSequence:Mouse430A_2:1449036_at	0.030273	0.219482	0.334473	0.398926	0.19458	0.718994
Affymetrix:CompositeSequence:Mouse430A_2:1449037_at	0.466064	0.870361	0.95166	0.398926	0.99707	0.326416
Affymetrix:CompositeSequence:Mouse430A_2:1449038_at	0.001221	0.008057	0.018555	0.149658	0.219482	0.046143
Affymetrix:CompositeSequence:Mouse430A_2:1449039_a_at	0.000244	0.000244	0.000244	0.000244	0.000244	0.000244
Affymetrix:CompositeSequence:Mouse430A_2:1449040_a_at	0.000244	0.005859	0.001953	0.000244	0.111572	0.000244
Affymetrix:CompositeSequence:Mouse430A_2:1449041_a_at	0.5	0.423828	0.625732	0.828613	0.303711	0.688721
Affymetrix:CompositeSequence:Mouse430A_2:1449042_at	0.000732	0.000244	0.010742	0.001221	0.00293	0.001221
Affymetrix:CompositeSequence:Mouse430A_2:1449043_at	0.129639	0.696289	0.149658	0.246094	0.633789	0.72583
Affymetrix:CompositeSequence:Mouse430A_2:1449044_at	0.000244	0.01416	0.219482	0.005859	0.334473	0.00415
Affymetrix:CompositeSequence:Mouse430A_2:1449045_at	0.080566	0.149658	0.246094	0.030273	0.219482	0.046143
Affymetrix:CompositeSequence:Mouse430A_2:1449046_a_at	0.601074	0.696289	0.780518	0.888428	0.696289	0.633789
Affymetrix:CompositeSequence:Mouse430A_2:1449047_at	0.037598	0.030273	0.696289	0.080566	0.390625	0.056152
Affymetrix:CompositeSequence:Mouse430A_2:1449048_s_at	0.780518	0.974609	0.943848	0.633789	0.850342	0.822754
Affymetrix:CompositeSequence:Mouse430A_2:1449049_at	0.001221	0.000244	0.00415	0.000244	0.000244	0.000244
Affymetrix:CompositeSequence:Mouse430A_2:1449050_at	0.001221	0.080566	0.246094	0.00415	0.303711	0.001221
Affymetrix:CompositeSequence:Mouse430A_2:1449051_at	0.665527	0.688721	0.904785	0.525391	0.943848	0.246094
Affymetrix:CompositeSequence:Mouse430A_2:1449052_a_at	0.00415	0.533936	0.915771	0.601074	0.828613	0.850342
Affymetrix:CompositeSequence:Mouse430A_2:1449053_s_at	0.091553	0.095215	0.171387	0.149658	0.246094	0.303711
Affymetrix:CompositeSequence:Mouse430A_2:1449054_a_at	0.953857	0.994141	0.828613	0.976074	0.919434	0.74707
Affymetrix:CompositeSequence:Mouse430A_2:1449055_x_at	0.962402	0.943848	0.780518	0.932373	0.99585	0.99585
Affymetrix:CompositeSequence:Mouse430A_2:1449056_at	0.00293	0.001953	0.00293	0.01416	0.303711	0.001221
Affymetrix:CompositeSequence:Mouse430A_2:1449057_at	0.398926	0.634033	0.171387	0.533936	0.932373	0.601074
Affymetrix:CompositeSequence:Mouse430A_2:1449058_at	0.665527	0.601074	0.601074	0.27417	0.919434	0.72583
Affymetrix:CompositeSequence:Mouse430A_2:1449059_a_at	0.00293	0.001221	0.001221	0.000244	0.01416	0.095215
Affymetrix:CompositeSequence:Mouse430A_2:1449060_at	0.432373	0.366211	0.129639	0.601074	0.366211	0.976074
Affymetrix:CompositeSequence:Mouse430A_2:1449061_a_at	0.001221	0.095215	0.219482	0.5	0.080566	0.023926
Affymetrix:CompositeSequence:Mouse430A_2:1449062_at	0.171387	0.018555	0.067627	0.149658	0.188477	0.27417
Affymetrix:CompositeSequence:Mouse430A_2:1449063_at	0.000244	0.000732	0.19458	0.000244	0.00415	0.00415
Affymetrix:CompositeSequence:Mouse430A_2:1449064_at	0.466064	0.888428	0.601074	0.633789	0.19458	0.334473
Affymetrix:CompositeSequence:Mouse430A_2:1449065_at	0.219482	0.390625	0.80542	0.27417	0.149658	0.095215
Affymetrix:CompositeSequence:Mouse430A_2:1449066_a_at	0.303711	0.72583	0.665527	0.601074	0.491699	0.432373
Affymetrix:CompositeSequence:Mouse430A_2:1449067_at	0.030273	0.80542	0.27417	0.696289	0.424072	0.095215
Affymetrix:CompositeSequence:Mouse430A_2:1449068_at	0.00293	0.046143	0.046143	0.023926	0.14917	0.001221
Affymetrix:CompositeSequence:Mouse430A_2:1449069_at	0.001953	0.018555	0.018555	0.008057	0.01416	0.030273
Affymetrix:CompositeSequence:Mouse430A_2:1449070_x_at	0.533936	0.870361	0.850342	0.780518	0.432373	0.753906
Affymetrix:CompositeSequence:Mouse430A_2:1449071_at	0.999268	0.991943	0.976074	0.976074	0.98584	0.99585
Affymetrix:CompositeSequence:Mouse430A_2:1449072_a_at	0.000244	0.000244	0.008057	0.005859	0.000244	0.067627
Affymetrix:CompositeSequence:Mouse430A_2:1449073_at	0.27417	0.850342	0.533936	0.303711	0.27417	0.366211
Affymetrix:CompositeSequence:Mouse430A_2:1449074_at	0.559082	0.423828	0.567627	0.27417	0.72583	0.246094
Affymetrix:CompositeSequence:Mouse430A_2:1449075_at	0.005859	0.010742	0.001221	0.046143	0.00415	0.005859
Affymetrix:CompositeSequence:Mouse430A_2:1449076_x_at	0.045898	0.037598	0.023926	0.037598	0.056152	0.064453
Affymetrix:CompositeSequence:Mouse430A_2:1449077_at	0.943848	0.981445	0.95166	0.953857	0.998047	0.432373
Affymetrix:CompositeSequence:Mouse430A_2:1449078_at	0.149658	0.246094	0.023926	0.657715	0.129639	0.008057
Affymetrix:CompositeSequence:Mouse430A_2:1449079_s_at	0.037598	0.953857	0.5	0.008057	0.010742	0.000244
Affymetrix:CompositeSequence:Mouse430A_2:1449080_at	0.018555	0.000244	0.018555	0.008057	0.19458	0.00293
Affymetrix:CompositeSequence:Mouse430A_2:1449081_at	0.219482	0.466064	0.888428	0.398926	0.358154	0.696289
Affymetrix:CompositeSequence:Mouse430A_2:1449082_at	0.188477	0.466064	0.27417	0.303711	0.043457	0.26709
Affymetrix:CompositeSequence:Mouse430A_2:1449083_at	0.108154	0.037598	0.780518	0.525635	0.525391	0.077148
Affymetrix:CompositeSequence:Mouse430A_2:1449084_s_at	0.149658	0.943848	0.976074	0.056152	0.239014	0.626465
Affymetrix:CompositeSequence:Mouse430A_2:1449085_at	0.010742	0.067627	0.030273	0.022949	0.008057	0.080566
Affymetrix:CompositeSequence:Mouse430A_2:1449086_at	0.633789	0.953857	0.998779	0.067627	0.219482	0.219482
Affymetrix:CompositeSequence:Mouse430A_2:1449087_at	0.124756	0.366211	0.828613	0.391113	0.601074	0.432373
Affymetrix:CompositeSequence:Mouse430A_2:1449088_at	0.696289	0.870361	0.753906	0.334473	0.432373	0.80542
Affymetrix:CompositeSequence:Mouse430A_2:1449089_at	0.005859	0.19458	0.056152	0.00415	0.023926	0.023926
Affymetrix:CompositeSequence:Mouse430A_2:1449090_a_at	0.865234	0.658447	0.929199	0.865723	0.904785	0.932373
Affymetrix:CompositeSequence:Mouse430A_2:1449091_at	0.74707	0.828613	0.219482	0.780518	0.567627	0.601074
Affymetrix:CompositeSequence:Mouse430A_2:1449092_at	0.005859	0.023926	0.398926	0.056152	0.27417	0.904785
Affymetrix:CompositeSequence:Mouse430A_2:1449093_at	0.799805	0.053467	0.780518	0.533936	0.295654	0.35791
Affymetrix:CompositeSequence:Mouse430A_2:1449094_at	0.266113	0.657715	0.023926	0.334473	0.091797	0.601074
Affymetrix:CompositeSequence:Mouse430A_2:1449095_at	0.000732	0.001953	0.067627	0.000244	0.111572	0.001953
Affymetrix:CompositeSequence:Mouse430A_2:1449096_at	0.046143	0.558594	0.665527	0.633789	0.533936	0.780518
Affymetrix:CompositeSequence:Mouse430A_2:1449097_at	0.696289	0.424072	0.601074	0.633789	0.953857	0.366211
Affymetrix:CompositeSequence:Mouse430A_2:1449098_a_at	0.000732	0.080566	0.005859	0.001221	0.056152	0.018555
Affymetrix:CompositeSequence:Mouse430A_2:1449099_at	0.000244	0.00415	0.023926	0.005859	0.00415	0.030273
Affymetrix:CompositeSequence:Mouse430A_2:1449100_at	0.466064	0.432373	0.80542	0.001953	0.466064	0.432373
Affymetrix:CompositeSequence:Mouse430A_2:1449101_at	0.904785	0.74707	0.334473	0.601074	0.870361	0.932373
Affymetrix:CompositeSequence:Mouse430A_2:1449102_at	0.976318	0.559082	0.828613	0.976074	0.953857	0.27417
Affymetrix:CompositeSequence:Mouse430A_2:1449103_at	0.633789	0.888428	0.80542	0.870361	0.533936	0.466064
Affymetrix:CompositeSequence:Mouse430A_2:1449104_at	0.067627	0.01416	0.149658	0.334473	0.030273	0.149658
Affymetrix:CompositeSequence:Mouse430A_2:1449105_at	0.171387	0.718506	0.601074	0.5	0.432373	0.303711
Affymetrix:CompositeSequence:Mouse430A_2:1449106_at	0.718506	0.334473	0.665527	0.149658	0.80542	0.19458
Affymetrix:CompositeSequence:Mouse430A_2:1449107_at	0.19458	0.72583	0.753906	0.432373	0.71875	0.239258
Affymetrix:CompositeSequence:Mouse430A_2:1449108_at	0.037598	0.111572	0.432373	0.129639	0.046143	0.171387
Affymetrix:CompositeSequence:Mouse430A_2:1449109_at	0.023926	0.030273	0.533936	0.366211	0.26709	0.010742
Affymetrix:CompositeSequence:Mouse430A_2:1449110_at	0.046143	0.14917	0.828613	0.018555	0.533936	0.716797
Affymetrix:CompositeSequence:Mouse430A_2:1449111_a_at	0.00293	0.018555	0.125	0.001221	0.000244	0.000244
Affymetrix:CompositeSequence:Mouse430A_2:1449112_at	0.828613	0.850342	0.525391	0.357666	0.5	0.129639
Affymetrix:CompositeSequence:Mouse430A_2:1449113_at	0.000732	0.000244	0.129639	0.080566	0.008057	0.00415
Affymetrix:CompositeSequence:Mouse430A_2:1449114_at	0.008057	0.366211	0.01416	0.000244	0.005859	0.077148
Affymetrix:CompositeSequence:Mouse430A_2:1449115_at	0.398926	0.001221	0.212158	0.00293	0.490234	0.080566
Affymetrix:CompositeSequence:Mouse430A_2:1449116_a_at	0.870361	0.991943	0.753906	0.976074	0.901123	0.88501
Affymetrix:CompositeSequence:Mouse430A_2:1449117_at	0.023926	0.010742	0.559326	0.171387	0.149658	0.27417
Affymetrix:CompositeSequence:Mouse430A_2:1449118_at	0.129639	0.067627	0.567383	0.056152	0.398926	0.064941
Affymetrix:CompositeSequence:Mouse430A_2:1449119_at	0.246094	0.01416	0.665527	0.000244	0.27417	0.525391
Affymetrix:CompositeSequence:Mouse430A_2:1449120_a_at	0.064941	0.023926	0.095215	0.018555	0.149658	0.008057
Affymetrix:CompositeSequence:Mouse430A_2:1449121_at	0.001953	0.00293	0.246094	0.046143	0.129639	0.334473
Affymetrix:CompositeSequence:Mouse430A_2:1449122_at	0.125	0.023926	0.334473	0.037598	0.111572	0.490234
Affymetrix:CompositeSequence:Mouse430A_2:1449123_at	0.943848	0.888428	0.525391	0.657471	0.5	0.988525
Affymetrix:CompositeSequence:Mouse430A_2:1449124_at	0.303711	0.366211	0.246094	0.601074	0.266357	0.018555
Affymetrix:CompositeSequence:Mouse430A_2:1449125_at	0.665527	0.27417	0.904785	0.601074	0.98584	0.828613
Affymetrix:CompositeSequence:Mouse430A_2:1449126_at	0.080566	0.095215	0.095215	0.366211	0.5	0.219482
Affymetrix:CompositeSequence:Mouse430A_2:1449127_at	0.000732	0.000244	0.030273	0.023926	0.018555	0.056152
Affymetrix:CompositeSequence:Mouse430A_2:1449128_at	0.023926	0.171387	0.01001	0.633789	0.398926	0.357666
Affymetrix:CompositeSequence:Mouse430A_2:1449129_a_at	0.366211	0.888428	0.037598	0.358887	0.99585	0.850342
Affymetrix:CompositeSequence:Mouse430A_2:1449130_at	0.008057	0.030273	0.00293	0.023926	0.018555	0.008057
Affymetrix:CompositeSequence:Mouse430A_2:1449131_s_at	0.000244	0.000732	0.000244	0.000244	0.028564	0.000244
Affymetrix:CompositeSequence:Mouse430A_2:1449132_at	0.932373	0.968018	0.870361	0.72583	0.633789	0.111572
Affymetrix:CompositeSequence:Mouse430A_2:1449133_at	0.219482	0.533936	0.665527	0.72583	0.246094	0.962402
Affymetrix:CompositeSequence:Mouse430A_2:1449134_s_at	0.056152	0.487305	0.969727	0.432373	0.398926	0.466064
Affymetrix:CompositeSequence:Mouse430A_2:1449135_at	0.432373	0.213379	0.904785	0.870361	0.888428	0.904785
Affymetrix:CompositeSequence:Mouse430A_2:1449136_at	0.80542	0.567627	0.601074	0.904785	0.466064	0.99585
Affymetrix:CompositeSequence:Mouse430A_2:1449137_at	0.010742	0.000244	0.398926	0.633789	0.334473	0.000244
Affymetrix:CompositeSequence:Mouse430A_2:1449138_at	0.000244	0.000244	0.000244	0.000244	0.000244	0.000244
Affymetrix:CompositeSequence:Mouse430A_2:1449139_at	0.000244	0.000732	0.008057	0.00415	0.008057	0.001221
Affymetrix:CompositeSequence:Mouse430A_2:1449140_at	0.19458	0.334473	0.008057	0.095215	0.080566	0.219482
Affymetrix:CompositeSequence:Mouse430A_2:1449141_at	0.780518	0.976074	0.828613	0.665527	0.780518	0.696289
Affymetrix:CompositeSequence:Mouse430A_2:1449142_a_at	0.005859	0.001221	0.056152	0.037598	0.030273	0.001953
Affymetrix:CompositeSequence:Mouse430A_2:1449143_at	0.718262	0.27417	0.27417	0.398926	0.888428	0.696289
Affymetrix:CompositeSequence:Mouse430A_2:1449144_at	0.037598	0.246094	0.149658	0.366211	0.828613	0.111572
Affymetrix:CompositeSequence:Mouse430A_2:1449145_a_at	0.171387	0.904785	0.850342	0.601074	0.72583	0.780518
Affymetrix:CompositeSequence:Mouse430A_2:1449146_at	0.246094	0.45752	0.753906	0.357178	0.962646	0.72583
Affymetrix:CompositeSequence:Mouse430A_2:1449147_at	0.077148	0.037598	0.27417	0.111572	0.095215	0.023926
Affymetrix:CompositeSequence:Mouse430A_2:1449148_a_at	0.000732	0.001221	0.067627	0.080566	0.001953	0.633789
Affymetrix:CompositeSequence:Mouse430A_2:1449149_at	0.633789	0.72583	0.688721	0.601074	0.212646	0.72583
Affymetrix:CompositeSequence:Mouse430A_2:1449150_at	0.008057	0.095215	0.023926	0.091064	0.80542	0.056152
Affymetrix:CompositeSequence:Mouse430A_2:1449151_at	0.696289	0.80542	0.74707	0.491211	0.953857	0.696289
Affymetrix:CompositeSequence:Mouse430A_2:1449152_at	0.030273	0.601074	0.432373	0.366211	0.998047	0.432373
Affymetrix:CompositeSequence:Mouse430A_2:1449153_at	0.625488	0.037598	0.533936	0.696289	0.696289	0.525635
Affymetrix:CompositeSequence:Mouse430A_2:1449154_at	0.633789	0.334473	0.398926	0.334473	0.80542	0.390625
Affymetrix:CompositeSequence:Mouse430A_2:1449155_at	0.046143	0.919434	0.72583	0.919434	0.993652	0.219482
Affymetrix:CompositeSequence:Mouse430A_2:1449156_at	0.111572	0.533936	0.27417	0.334473	0.828613	0.718506
Affymetrix:CompositeSequence:Mouse430A_2:1449157_at	0.111572	0.773926	0.99585	0.219482	0.567627	0.366211
Affymetrix:CompositeSequence:Mouse430A_2:1449158_at	0.850342	0.303711	0.696289	0.334473	0.665527	0.753906
Affymetrix:CompositeSequence:Mouse430A_2:1449159_at	0.870361	0.601074	0.904785	0.633789	0.870361	0.601074
Affymetrix:CompositeSequence:Mouse430A_2:1449160_at	0.981445	0.991943	0.984863	0.989258	0.99707	0.991455
Affymetrix:CompositeSequence:Mouse430A_2:1449161_at	0.5	0.567627	0.095215	0.171387	0.296143	0.19458
Affymetrix:CompositeSequence:Mouse430A_2:1449162_at	0.149658	0.129639	0.095215	0.19458	0.149658	0.00293
Affymetrix:CompositeSequence:Mouse430A_2:1449163_at	0.466064	0.72583	0.665527	0.366211	0.593262	0.80542
Affymetrix:CompositeSequence:Mouse430A_2:1449164_at	0.696289	0.696289	0.45752	0.171387	0.567627	0.067627
Affymetrix:CompositeSequence:Mouse430A_2:1449165_at	0.533936	0.5	0.80542	0.865723	0.916016	0.888428
Affymetrix:CompositeSequence:Mouse430A_2:1449166_at	0.5	0.780518	0.932373	0.665527	0.80542	0.780518
Affymetrix:CompositeSequence:Mouse430A_2:1449167_at	0.398926	0.01416	0.943848	0.056152	0.398926	0.010742
Affymetrix:CompositeSequence:Mouse430A_2:1449168_a_at	0.219482	0.665527	0.780518	0.888428	0.171387	0.111572
Affymetrix:CompositeSequence:Mouse430A_2:1449169_at	0.828613	0.665527	0.19458	0.525391	0.080566	0.45874
Affymetrix:CompositeSequence:Mouse430A_2:1449170_at	0.984863	0.657715	0.466064	0.665527	0.850342	0.592773
Affymetrix:CompositeSequence:Mouse430A_2:1449171_at	0.149658	0.626709	0.246094	0.095215	0.919434	0.98584
Affymetrix:CompositeSequence:Mouse430A_2:1449172_a_at	0.466064	0.432373	0.398926	0.398926	0.398926	0.601074
Affymetrix:CompositeSequence:Mouse430A_2:1449173_at	0.696289	0.780518	0.665527	0.932373	0.932373	0.850342
Affymetrix:CompositeSequence:Mouse430A_2:1449174_at	0.633789	0.633789	0.919434	0.601074	0.919434	0.870361
Affymetrix:CompositeSequence:Mouse430A_2:1449175_at	0.056152	0.111572	0.01416	0.067627	0.171387	0.171387
Affymetrix:CompositeSequence:Mouse430A_2:1449176_a_at	0.246094	0.533936	0.919434	0.45752	0.366211	0.900635
Affymetrix:CompositeSequence:Mouse430A_2:1449177_at	0.334473	0.696289	0.72583	0.601074	0.325684	0.753906
Affymetrix:CompositeSequence:Mouse430A_2:1449178_at	0.219482	0.525635	0.45752	0.095215	0.219482	0.5
Affymetrix:CompositeSequence:Mouse430A_2:1449179_at	0.601074	0.432373	0.850342	0.633789	0.696289	0.432373
Affymetrix:CompositeSequence:Mouse430A_2:1449180_at	0.303711	0.601074	0.296143	0.129639	0.753906	0.111572
Affymetrix:CompositeSequence:Mouse430A_2:1449181_at	0.01416	0.334473	0.80542	0.080566	0.466064	0.80542
Affymetrix:CompositeSequence:Mouse430A_2:1449182_at	0.976074	0.976074	0.919434	0.904785	0.943848	0.80542
Affymetrix:CompositeSequence:Mouse430A_2:1449183_at	0.665527	0.296143	0.991455	0.334473	0.753906	0.870361
Affymetrix:CompositeSequence:Mouse430A_2:1449184_at	0.753906	0.601074	0.753906	0.5	0.953857	0.398926
Affymetrix:CompositeSequence:Mouse430A_2:1449185_at	0.5	0.533936	0.5	0.327393	0.80542	0.747314
Affymetrix:CompositeSequence:Mouse430A_2:1449186_at	0.080566	0.822754	0.213379	0.067139	0.865723	0.19458
Affymetrix:CompositeSequence:Mouse430A_2:1449187_at	0.124756	0.303711	0.633789	0.246094	0.366211	0.665527
Affymetrix:CompositeSequence:Mouse430A_2:1449188_at	0.129639	0.27417	0.466064	0.432373	0.398926	0.030273
Affymetrix:CompositeSequence:Mouse430A_2:1449189_at	0.188477	0.005859	0.067627	0.008057	0.219482	0.149658
Affymetrix:CompositeSequence:Mouse430A_2:1449190_a_at	0.27417	0.19458	0.633789	0.72583	0.943848	0.870361
Affymetrix:CompositeSequence:Mouse430A_2:1449191_at	0.753906	0.980225	0.904785	0.870361	0.932373	0.850342
Affymetrix:CompositeSequence:Mouse430A_2:1449192_at	0.366211	0.01416	0.334473	0.008057	0.080566	0.000244
Affymetrix:CompositeSequence:Mouse430A_2:1449193_at	0.968018	0.919434	0.799316	0.904785	0.850342	0.969727
Affymetrix:CompositeSequence:Mouse430A_2:1449194_at	0.19458	0.888428	0.953857	0.095215	0.601074	0.633789
Affymetrix:CompositeSequence:Mouse430A_2:1449195_s_at	0.171387	0.303711	0.334473	0.030273	0.334473	0.398926
Affymetrix:CompositeSequence:Mouse430A_2:1449196_a_at	0.000244	0.000244	0.000244	0.000244	0.000244	0.000244
Affymetrix:CompositeSequence:Mouse430A_2:1449197_at	0.001221	0.000244	0.01416	0.000244	0.018555	0.018555
Affymetrix:CompositeSequence:Mouse430A_2:1449198_a_at	0.219482	0.366211	0.018555	0.246094	0.080566	0.366211
Affymetrix:CompositeSequence:Mouse430A_2:1449199_at	0.753906	0.850342	0.989258	0.665527	0.865479	0.850342
Affymetrix:CompositeSequence:Mouse430A_2:1449200_at	0.633789	0.850342	0.398926	0.633789	0.932373	0.592285
Affymetrix:CompositeSequence:Mouse430A_2:1449201_at	0.056152	0.80542	0.466064	0.696289	0.5	0.107422
Affymetrix:CompositeSequence:Mouse430A_2:1449202_at	0.5	0.98584	0.943848	0.969727	0.559082	0.601074
Affymetrix:CompositeSequence:Mouse430A_2:1449203_at	0.80542	0.219482	0.466064	0.665527	0.696289	0.219482
Affymetrix:CompositeSequence:Mouse430A_2:1449204_at	0.850342	0.633789	0.780518	0.601074	0.953857	0.5
Affymetrix:CompositeSequence:Mouse430A_2:1449205_at	0.884033	0.753906	0.888428	0.850342	0.999756	0.969727
Affymetrix:CompositeSequence:Mouse430A_2:1449206_at	0.943848	0.919434	0.601074	0.994141	0.828613	0.665527
Affymetrix:CompositeSequence:Mouse430A_2:1449207_a_at	0.398926	0.303711	0.953857	0.72583	0.391113	0.828857
Affymetrix:CompositeSequence:Mouse430A_2:1449208_at	0.219482	0.72583	0.665527	0.953857	0.601074	0.334473
Affymetrix:CompositeSequence:Mouse430A_2:1449209_a_at	0.171387	0.056152	0.018555	0.303711	0.38916	0.688721
Affymetrix:CompositeSequence:Mouse430A_2:1449210_at	0.022461	0.5	0.828613	0.870361	0.665527	0.850342
Affymetrix:CompositeSequence:Mouse430A_2:1449211_at	0.696289	0.525391	0.533936	0.904785	0.665527	0.665527
Affymetrix:CompositeSequence:Mouse430A_2:1449212_at	0.111572	0.968506	0.962402	0.746338	0.665527	0.696289
Affymetrix:CompositeSequence:Mouse430A_2:1449213_at	0.219482	0.046143	0.696289	0.018555	0.067627	0.246094
Affymetrix:CompositeSequence:Mouse430A_2:1449214_a_at	0.029053	0.74707	0.919434	0.19458	0.625488	0.056152
Affymetrix:CompositeSequence:Mouse430A_2:1449215_at	0.000732	0.219482	0.72583	0.687988	0.219482	0.19458
Affymetrix:CompositeSequence:Mouse430A_2:1449216_at	0.056152	0.303711	0.780518	0.432373	0.334473	0.696289
Affymetrix:CompositeSequence:Mouse430A_2:1449217_at	0.067627	0.171387	0.932373	0.828613	0.366211	0.665527
Affymetrix:CompositeSequence:Mouse430A_2:1449218_at	0.018555	0.5	0.080566	0.111572	0.398926	0.334473
Affymetrix:CompositeSequence:Mouse430A_2:1449219_at	0.567627	0.828613	0.989258	0.969727	0.961182	0.968018
Affymetrix:CompositeSequence:Mouse430A_2:1449220_at	0.00415	0.001953	0.023926	0.023926	0.010742	0.030273
Affymetrix:CompositeSequence:Mouse430A_2:1449221_a_at	0.023926	0.046143	0.398926	0.246094	0.753906	0.219482
Affymetrix:CompositeSequence:Mouse430A_2:1449222_at	0.046143	0.432373	0.246094	0.037598	0.064453	0.000732
Affymetrix:CompositeSequence:Mouse430A_2:1449223_at	0.780518	0.5	0.303711	0.772949	0.533936	0.466064
Affymetrix:CompositeSequence:Mouse430A_2:1449224_at	0.780518	0.981445	0.398926	0.888428	0.753906	0.969727
Affymetrix:CompositeSequence:Mouse430A_2:1449225_a_at	0.035645	0.391113	0.398926	0.129639	0.27417	0.129639
Affymetrix:CompositeSequence:Mouse430A_2:1449226_at	0.999268	0.904785	0.998779	0.98584	0.80542	0.953857
Affymetrix:CompositeSequence:Mouse430A_2:1449227_at	0.633789	0.398926	0.904785	0.111572	0.366211	0.633789
Affymetrix:CompositeSequence:Mouse430A_2:1449228_at	0.870361	0.870361	0.696289	0.696289	0.80542	0.466064
Affymetrix:CompositeSequence:Mouse430A_2:1449229_a_at	0.095215	0.010742	0.366211	0.111572	0.194092	0.696289
Affymetrix:CompositeSequence:Mouse430A_2:1449230_at	0.219482	0.018555	0.850342	0.27417	0.149658	0.056152
Affymetrix:CompositeSequence:Mouse430A_2:1449231_at	0.366211	0.72583	0.533936	0.398926	0.19458	0.466064
